DATAFLOW,LAST UPDATE,freq,unit,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y19,M,BE,2015,65021,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y19,M,BE,2016,66234,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y19,M,BE,2017,66241,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y19,M,BE,2018,65550,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y19,M,BE,2019,65835,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y19,M,BE,2020,67310,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y19,M,BE,2021,66009,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y19,M,BE,2022,66258,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y2,F,BE,2011,63440,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y2,F,BE,2012,63685,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y2,F,BE,2013,64596,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y2,F,BE,2014,63615,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y2,F,BE,2015,63394,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y2,F,BE,2016,62103,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y2,F,BE,2017,61898,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y2,F,BE,2018,60651,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y2,F,BE,2019,60251,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y2,F,BE,2020,59475,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y2,F,BE,2021,58936,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y2,F,BE,2022,58617,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y2,M,BE,2011,66873,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y2,M,BE,2012,66840,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y2,M,BE,2013,67515,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y2,M,BE,2014,66633,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y2,M,BE,2015,65969,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y2,M,BE,2016,65175,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y2,M,BE,2017,65222,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y2,M,BE,2018,63561,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y2,M,BE,2019,63303,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y2,M,BE,2020,62120,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y2,M,BE,2021,61335,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y2,M,BE,2022,60748,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y20,F,BE,2011,67767,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y20,F,BE,2012,68514,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y20,F,BE,2013,67895,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y20,F,BE,2014,65744,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y20,F,BE,2015,63066,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y20,F,BE,2016,63301,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y20,F,BE,2017,63978,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y20,F,BE,2018,63984,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y20,F,BE,2019,63284,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y20,F,BE,2020,63591,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y20,F,BE,2021,64310,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y20,F,BE,2022,63864,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y20,M,BE,2011,69882,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y20,M,BE,2012,70840,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y20,M,BE,2013,70288,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y20,M,BE,2014,67902,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y20,M,BE,2015,66403,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y20,M,BE,2016,66815,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y20,M,BE,2017,67091,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y20,M,BE,2018,66904,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y20,M,BE,2019,66532,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y20,M,BE,2020,66897,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y20,M,BE,2021,68131,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y20,M,BE,2022,67245,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y21,F,BE,2011,67532,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y21,F,BE,2012,69010,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y21,F,BE,2013,69519,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y21,F,BE,2014,68831,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y21,F,BE,2015,66682,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y21,F,BE,2016,64224,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y21,F,BE,2017,64147,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y21,F,BE,2018,64838,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y21,F,BE,2019,65044,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y21,F,BE,2020,64316,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y21,F,BE,2021,64349,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y21,F,BE,2022,65567,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y21,M,BE,2011,68802,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y21,M,BE,2012,70790,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y21,M,BE,2013,71601,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y21,M,BE,2014,70594,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y21,M,BE,2015,68520,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y21,M,BE,2016,67781,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y21,M,BE,2017,67417,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y21,M,BE,2018,67652,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y21,M,BE,2019,67766,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y21,M,BE,2020,67614,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y21,M,BE,2021,67685,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y21,M,BE,2022,69426,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y22,F,BE,2011,68069,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y22,F,BE,2012,68778,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y22,F,BE,2013,70274,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y22,F,BE,2014,70606,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y22,F,BE,2015,69855,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y22,F,BE,2016,67962,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y22,F,BE,2017,65146,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y22,F,BE,2018,65263,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y22,F,BE,2019,66055,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y22,F,BE,2020,66229,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y22,F,BE,2021,65299,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y22,F,BE,2022,65803,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y22,M,BE,2011,68934,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y22,M,BE,2012,69644,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y22,M,BE,2013,71649,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y22,M,BE,2014,71980,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y22,M,BE,2015,71311,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y22,M,BE,2016,70026,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y22,M,BE,2017,68263,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y22,M,BE,2018,68027,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y22,M,BE,2019,68460,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y22,M,BE,2020,68643,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y22,M,BE,2021,68256,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y22,M,BE,2022,68884,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y23,F,BE,2011,67782,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y23,F,BE,2012,69306,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y23,F,BE,2013,70016,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y23,F,BE,2014,71413,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y23,F,BE,2015,71654,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y23,F,BE,2016,71087,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y23,F,BE,2017,69022,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y23,F,BE,2018,66304,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y23,F,BE,2019,66616,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y23,F,BE,2020,67563,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y23,F,BE,2021,67401,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y23,F,BE,2022,66818,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y23,M,BE,2011,68238,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y23,M,BE,2012,69989,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y23,M,BE,2013,70534,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y23,M,BE,2014,72080,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y23,M,BE,2015,72735,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y23,M,BE,2016,72806,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y23,M,BE,2017,70562,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y23,M,BE,2018,69003,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y23,M,BE,2019,68918,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y23,M,BE,2020,69413,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y23,M,BE,2021,69508,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y23,M,BE,2022,69626,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y24,F,BE,2011,68297,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y24,F,BE,2012,68965,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y24,F,BE,2013,70605,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y24,F,BE,2014,71071,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y24,F,BE,2015,72403,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y24,F,BE,2016,72965,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y24,F,BE,2017,72094,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y24,F,BE,2018,70199,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y24,F,BE,2019,67723,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y24,F,BE,2020,67977,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y24,F,BE,2021,68572,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y24,F,BE,2022,68921,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y24,M,BE,2011,68791,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y24,M,BE,2012,69244,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y24,M,BE,2013,70826,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y24,M,BE,2014,71130,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y24,M,BE,2015,72939,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y24,M,BE,2016,74293,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y24,M,BE,2017,73420,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y24,M,BE,2018,71288,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y24,M,BE,2019,69922,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y24,M,BE,2020,70074,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y24,M,BE,2021,70299,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y24,M,BE,2022,70855,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y25,F,BE,2011,67702,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y25,F,BE,2012,69482,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y25,F,BE,2013,70083,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y25,F,BE,2014,71651,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y25,F,BE,2015,71914,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y25,F,BE,2016,73587,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y25,F,BE,2017,73786,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y25,F,BE,2018,73148,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y25,F,BE,2019,71377,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y25,F,BE,2020,69012,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y25,F,BE,2021,69089,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y25,F,BE,2022,70012,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y25,M,BE,2011,67475,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y25,M,BE,2012,69851,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y25,M,BE,2013,70248,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y25,M,BE,2014,71393,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y25,M,BE,2015,72028,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y25,M,BE,2016,74487,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y25,M,BE,2017,74735,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y25,M,BE,2018,74027,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y25,M,BE,2019,72348,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y25,M,BE,2020,71098,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y25,M,BE,2021,70903,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y25,M,BE,2022,71533,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y26,F,BE,2011,69039,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y26,F,BE,2012,68713,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y26,F,BE,2013,70475,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y26,F,BE,2014,70877,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y26,F,BE,2015,72383,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y26,F,BE,2016,72908,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y26,F,BE,2017,74320,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y26,F,BE,2018,74571,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y26,F,BE,2019,74232,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y26,F,BE,2020,72506,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y26,F,BE,2021,69947,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y26,F,BE,2022,70327,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y26,M,BE,2011,68827,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y26,M,BE,2012,68451,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y26,M,BE,2013,70823,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y26,M,BE,2014,70704,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y26,M,BE,2015,72253,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y26,M,BE,2016,73610,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y26,M,BE,2017,74852,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y26,M,BE,2018,75384,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y26,M,BE,2019,75012,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y26,M,BE,2020,73544,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y26,M,BE,2021,71988,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y26,M,BE,2022,72085,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y27,F,BE,2011,69191,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y27,F,BE,2012,69981,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y27,F,BE,2013,69661,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y27,F,BE,2014,71056,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y27,F,BE,2015,71618,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y27,F,BE,2016,73240,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y27,F,BE,2017,73461,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y27,F,BE,2018,75005,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y27,F,BE,2019,75460,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y27,F,BE,2020,75171,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y27,F,BE,2021,73363,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y27,F,BE,2022,70967,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y27,M,BE,2011,69791,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y27,M,BE,2012,69747,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y27,M,BE,2013,69479,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y27,M,BE,2014,71192,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y27,M,BE,2015,71346,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y27,M,BE,2016,73577,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y27,M,BE,2017,74036,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y27,M,BE,2018,75389,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y27,M,BE,2019,76129,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y27,M,BE,2020,75952,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y27,M,BE,2021,74219,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y27,M,BE,2022,72941,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y28,F,BE,2011,71163,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y28,F,BE,2012,70022,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y28,F,BE,2013,70762,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y28,F,BE,2014,70196,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y28,F,BE,2015,71683,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y28,F,BE,2016,72516,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y28,F,BE,2017,73817,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y28,F,BE,2018,74037,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y28,F,BE,2019,75827,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y28,F,BE,2020,76333,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y28,F,BE,2021,75815,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y28,F,BE,2022,74223,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y28,M,BE,2011,71852,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y28,M,BE,2012,70563,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y28,M,BE,2013,70582,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y28,M,BE,2014,69815,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y28,M,BE,2015,71793,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y28,M,BE,2016,72525,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y28,M,BE,2017,73794,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y28,M,BE,2018,74678,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y28,M,BE,2019,76066,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y28,M,BE,2020,77096,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y28,M,BE,2021,76684,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y28,M,BE,2022,74933,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y29,F,BE,2011,72233,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y29,F,BE,2012,71942,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y29,F,BE,2013,70764,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y29,F,BE,2014,71240,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y29,F,BE,2015,70708,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y29,F,BE,2016,72375,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y29,F,BE,2017,72883,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y29,F,BE,2018,74429,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y29,F,BE,2019,74727,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y29,F,BE,2020,76704,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y29,F,BE,2021,76920,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y29,F,BE,2022,76514,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y29,M,BE,2011,73100,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y29,M,BE,2012,72558,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y29,M,BE,2013,71327,
