"","ATCCode","DateUsedForStatisticsYear","Sector","ReportQuarter","TOTAL_VOLUME","TOTAL_VOLUME_UNIT","TOTAL_DDD"
"4563","J04AB02",2016,"HC",3,10433653.5,"mg",17389.4225
"4564","J04AB02",2016,"HC",4,9488293.5,"mg",15813.8225
"4565","J04AB02",2017,"AC",1,25813782,"mg",43022.97
"4566","J04AB02",2017,"AC",2,26207682,"mg",43679.47
"4567","J04AB02",2017,"AC",3,25310499,"mg",42184.165
"4568","J04AB02",2017,"AC",4,27752154,"mg",46253.59
"4569","J04AB02",2017,"HC",1,10084743,"mg",16807.905
"4570","J04AB02",2017,"HC",2,10480618.5,"mg",17467.6975
"4571","J04AB02",2017,"HC",3,11068590,"mg",18447.65
"4572","J04AB02",2017,"HC",4,9647974.5,"mg",16079.9575
"4573","J04AB02",2018,"AC",1,25852263,"mg",43087.105
"4574","J04AB02",2018,"AC",2,26325246,"mg",43875.41
"4575","J04AB02",2018,"AC",3,28375950,"mg",47293.25
"4576","J04AB02",2018,"AC",4,30803283,"mg",51338.805
"4577","J04AB02",2018,"HC",1,9068487,"mg",15114.145
"4578","J04AB02",2018,"HC",2,10764832.5,"mg",17941.3875
"4579","J04AB02",2018,"HC",3,10197556.5,"mg",16995.9275
"4580","J04AB02",2018,"HC",4,9317826,"mg",15529.71
"4581","J04AB02",2019,"AC",1,26009217,"mg",43348.695
"4582","J04AB02",2019,"AC",2,26912763,"mg",44854.605
"4583","J04AB02",2019,"AC",3,24146827.5,"mg",40244.7125
"4584","J04AB02",2019,"AC",4,27168949.5,"mg",45281.5825
"4585","J04AB02",2019,"HC",1,10644945,"mg",17741.575
"4586","J04AB02",2019,"HC",2,10688509.5,"mg",17814.1825
"4587","J04AB02",2019,"HC",3,10835583,"mg",18059.305
"4588","J04AB02",2019,"HC",4,10087476,"mg",16812.46
"4589","J04AB02",2020,"AC",1,26407965,"mg",44013.275
"4590","J04AB02",2020,"AC",2,21056985,"mg",35094.975
"4591","J04AB02",2020,"AC",3,19732723.5,"mg",32887.8725
"4592","J04AB02",2020,"AC",4,22938160.5,"mg",38230.2675
"4593","J04AB02",2020,"HC",1,7970718,"mg",13284.53
"4594","J04AB02",2020,"HC",2,7796341.5,"mg",12993.9025
"4595","J04AB02",2020,"HC",3,10174740,"mg",16957.9
"4596","J04AB02",2020,"HC",4,7086715.5,"mg",11811.1925
"4597","J04AB02",2021,"AC",1,22107940.5,"mg",36846.5675
"4598","J04AB02",2021,"AC",2,23607790.5,"mg",39346.3175
"4599","J04AB02",2021,"AC",3,25977250.5,"mg",43295.4175
"4600","J04AB02",2021,"AC",4,19798323,"mg",32997.205
"4601","J04AB02",2021,"HC",1,7326994.5,"mg",12211.6575
"4602","J04AB02",2021,"HC",2,7246093.5,"mg",12076.8225
"4603","J04AB02",2021,"HC",3,7649841,"mg",12749.735
"4604","J04AB02",2021,"HC",4,7299138,"mg",12165.23
"4605","J04AB03",2012,"AC",1,197880,"mg",329.8
"4606","J04AB03",2012,"AC",2,218280,"mg",363.8
"4607","J04AB03",2012,"AC",3,179520,"mg",299.2
"4608","J04AB03",2012,"AC",4,169630,"mg",282.716666666667
"4609","J04AB03",2012,"HC",1,4928640,"mg",8214.4
"4610","J04AB03",2012,"HC",2,4616010,"mg",7693.35
"4611","J04AB03",2012,"HC",3,4294710,"mg",7157.85
"4612","J04AB03",2012,"HC",4,4648640,"mg",7747.73333333333
"4613","J04AB03",2013,"AC",1,170340,"mg",283.9
"4614","J04AB03",2013,"AC",2,184620,"mg",307.7
"4615","J04AB03",2013,"AC",3,199920,"mg",333.2
"4616","J04AB03",2013,"AC",4,206461,"mg",344.101666666667
"4617","J04AB03",2013,"HC",1,4561440,"mg",7602.4
"4618","J04AB03",2013,"HC",2,4187610,"mg",6979.35
"4619","J04AB03",2013,"HC",3,4026960,"mg",6711.6
"4620","J04AB03",2013,"HC",4,4263600,"mg",7106
"4621","J04AB03",2014,"AC",1,205020,"mg",341.7
"4622","J04AB03",2014,"AC",2,209100,"mg",348.5
"4623","J04AB03",2014,"AC",3,147900,"mg",246.5
"4624","J04AB03",2014,"AC",4,128520,"mg",214.2
"4625","J04AB03",2014,"HC",1,4308990,"mg",7181.65
"4626","J04AB03",2014,"HC",2,4009110,"mg",6681.85
"4627","J04AB03",2014,"HC",3,3637830,"mg",6063.05
"4628","J04AB03",2014,"HC",4,4115700,"mg",6859.5
"4629","J04AB03",2015,"AC",1,196860,"mg",328.1
"4630","J04AB03",2015,"AC",2,199920,"mg",333.2
"4631","J04AB03",2015,"AC",3,159120,"mg",265.2
"4632","J04AB03",2015,"AC",4,111180,"mg",185.3
"4633","J04AB03",2015,"HC",1,4228920,"mg",7048.2
"4634","J04AB03",2015,"HC",2,3984630,"mg",6641.05
"4635","J04AB03",2015,"HC",3,3784710,"mg",6307.85
"4636","J04AB03",2015,"HC",4,4206480,"mg",7010.8
"4637","J04AB03",2016,"AC",1,197960,"mg",329.933333333333
"4638","J04AB03",2016,"AC",2,114130,"mg",190.216666666667
"4639","J04AB03",2016,"AC",3,135340,"mg",225.566666666667
"4640","J04AB03",2016,"AC",4,153698,"mg",256.163333333333
"4641","J04AB03",2016,"HC",1,4200085,"mg",7000.14166666667
"4642","J04AB03",2016,"HC",2,4162715,"mg",6937.85833333333
"4643","J04AB03",2016,"HC",3,3638525,"mg",6064.20833333333
"4644","J04AB03",2016,"HC",4,4153625,"mg",6922.70833333333
"4645","J04AB03",2017,"AC",1,120190,"mg",200.316666666667
"4646","J04AB03",2017,"AC",2,92920,"mg",154.866666666667
"4647","J04AB03",2017,"AC",3,97970,"mg",163.283333333333
"4648","J04AB03",2017,"AC",4,94060,"mg",156.766666666667
"4649","J04AB03",2017,"HC",1,4469250,"mg",7448.75
"4650","J04AB03",2017,"HC",2,3890520,"mg",6484.2
"4651","J04AB03",2017,"HC",3,3645595,"mg",6075.99166666667
"4652","J04AB03",2017,"HC",4,4157665,"mg",6929.44166666667
"4653","J04AB03",2018,"AC",1,96960,"mg",161.6
"4654","J04AB03",2018,"AC",2,104030,"mg",173.383333333333
"4655","J04AB03",2018,"AC",3,126250,"mg",210.416666666667
"4656","J04AB03",2018,"AC",4,151500,"mg",252.5
"4657","J04AB03",2018,"HC",1,4026365,"mg",6710.60833333333
"4658","J04AB03",2018,"HC",2,3696600,"mg",6161
"4659","J04AB03",2018,"HC",3,3393095,"mg",5655.15833333333
"4660","J04AB03",2018,"HC",4,3885975,"mg",6476.625
"4661","J04AB03",2019,"AC",1,125240,"mg",208.733333333333
"4662","J04AB03",2019,"AC",2,126250,"mg",210.416666666667
"4663","J04AB03",2019,"AC",3,77770,"mg",129.616666666667
"4664","J04AB03",2019,"AC",4,97970,"mg",163.283333333333
"4665","J04AB03",2019,"HC",1,3799620,"mg",6332.7
"4666","J04AB03",2019,"HC",2,3465310,"mg",5775.51666666667
"4667","J04AB03",2019,"HC",3,3187055,"mg",5311.75833333333
"4668","J04AB03",2019,"HC",4,3792550,"mg",6320.91666666667
"4669","J04AB03",2020,"AC",1,79790,"mg",132.983333333333
"4670","J04AB03",2020,"AC",2,101000,"mg",168.333333333333
"4671","J04AB03",2020,"AC",3,155540,"mg",259.233333333333
"4672","J04AB03",2020,"AC",4,138370,"mg",230.616666666667
"4673","J04AB03",2020,"HC",1,3373905,"mg",5623.175
"4674","J04AB03",2020,"HC",2,2383095,"mg",3971.825
"4675","J04AB03",2020,"HC",3,3179480,"mg",5299.13333333333
"4676","J04AB03",2020,"HC",4,2667915,"mg",4446.525
"4677","J04AB03",2021,"AC",1,185840,"mg",309.733333333333
"4678","J04AB03",2021,"AC",2,134330,"mg",223.883333333333
"4679","J04AB03",2021,"AC",3,103020,"mg",171.7
"4680","J04AB03",2021,"AC",4,104030,"mg",173.383333333333
"4681","J04AB03",2021,"HC",1,3519850,"mg",5866.41666666667
"4682","J04AB03",2021,"HC",2,3164835,"mg",5274.725
"4683","J04AB03",2021,"HC",3,3008285,"mg",5013.80833333333
"4684","J04AB03",2021,"HC",4,3379400,"mg",5632.33333333333
"4685","J04AB04",2012,"AC",1,948600,"mg",6324
"4686","J04AB04",2012,"AC",2,948600,"mg",6324
"4687","J04AB04",2012,"AC",3,1591200,"mg",10608
"4688","J04AB04",2012,"AC",4,1195950,"mg",7973
"4689","J04AB04",2012,"HC",1,117045,"mg",780.3
"4690","J04AB04",2012,"HC",2,138924,"mg",926.16
"4691","J04AB04",2012,"HC",3,190791,"mg",1271.94
"4692","J04AB04",2012,"HC",4,168147,"mg",1120.98
"4693","J04AB04",2013,"AC",1,1392300,"mg",9282
"4694","J04AB04",2013,"AC",2,1392300,"mg",9282
"4695","J04AB04",2013,"AC",3,1086300,"mg",7242
"4696","J04AB04",2013,"AC",4,1195740,"mg",7971.6
"4697","J04AB04",2013,"HC",1,184059,"mg",1227.06
"4698","J04AB04",2013,"HC",2,118269,"mg",788.46
"4699","J04AB04",2013,"HC",3,171819,"mg",1145.46
"4700","J04AB04",2013,"HC",4,145044,"mg",966.96
"4701","J04AB04",2014,"AC",1,826200,"mg",5508
"4702","J04AB04",2014,"AC",2,1009800,"mg",6732
"4703","J04AB04",2014,"AC",3,948600,"mg",6324
"4704","J04AB04",2014,"AC",4,1055700,"mg",7038
"4705","J04AB04",2014,"HC",1,175185,"mg",1167.9
"4706","J04AB04",2014,"HC",2,144738,"mg",964.92
"4707","J04AB04",2014,"HC",3,281520,"mg",1876.8
"4708","J04AB04",2014,"HC",4,216036,"mg",1440.24
"4709","J04AB04",2015,"AC",1,1147500,"mg",7650
"4710","J04AB04",2015,"AC",2,856800,"mg",5712
"4711","J04AB04",2015,"AC",3,887400,"mg",5916
"4712","J04AB04",2015,"AC",4,1178100,"mg",7854
"4713","J04AB04",2015,"HC",1,149175,"mg",994.5
"4714","J04AB04",2015,"HC",2,109854,"mg",732.36
"4715","J04AB04",2015,"HC",3,125919,"mg",839.46
"4716","J04AB04",2015,"HC",4,72063,"mg",480.42
"4717","J04AB04",2016,"AC",1,889305,"mg",5928.7
"4718","J04AB04",2016,"AC",2,1068681,"mg",7124.54
"4719","J04AB04",2016,"AC",3,894456,"mg",5963.04
"4720","J04AB04",2016,"AC",4,1107255,"mg",7381.7
"4721","J04AB04",2016,"HC",1,101202,"mg",674.68
"4722","J04AB04",2016,"HC",2,38935.5,"mg",259.57
"4723","J04AB04",2016,"HC",3,105141,"mg",700.94
"4724","J04AB04",2016,"HC",4,90900,"mg",606
"4725","J04AB04",2017,"AC",1,954450,"mg",6363
"4726","J04AB04",2017,"AC",2,1045350,"mg",6969
"4727","J04AB04",2017,"AC",3,969600,"mg",6464
"4728","J04AB04",2017,"AC",4,925350,"mg",6169
"4729","J04AB04",2017,"HC",1,127108.5,"mg",847.39
"4730","J04AB04",2017,"HC",2,65296.5,"mg",435.31
"4731","J04AB04",2017,"HC",3,152712,"mg",1018.08
"4732","J04AB04",2017,"HC",4,99687,"mg",664.58
"4733","J04AB04",2018,"AC",1,742350,"mg",4949
"4734","J04AB04",2018,"AC",2,902182.5,"mg",6014.55
"4735","J04AB04",2018,"AC",3,900667.5,"mg",6004.45
"4736","J04AB04",2018,"AC",4,1166550,"mg",7777
"4737","J04AB04",2018,"HC",1,176346,"mg",1175.64
"4738","J04AB04",2018,"HC",2,136350,"mg",909
"4739","J04AB04",2018,"HC",3,107716.5,"mg",718.11
"4740","J04AB04",2018,"HC",4,126048,"mg",840.32
"4741","J04AB04",2019,"AC",1,1178215.5,"mg",7854.77
"4742","J04AB04",2019,"AC",2,1028079,"mg",6853.86
"4743","J04AB04",2019,"AC",3,832947,"mg",5552.98
"4744","J04AB04",2019,"AC",4,1178821.5,"mg",7858.81
"4745","J04AB04",2019,"HC",1,228916.5,"mg",1526.11
"4746","J04AB04",2019,"HC",2,164983.5,"mg",1099.89
"4747","J04AB04",2019,"HC",3,151197,"mg",1007.98
"4748","J04AB04",2019,"HC",4,146349,"mg",975.66
"4749","J04AB04",2020,"AC",1,1110798,"mg",7405.32
"4750","J04AB04",2020,"AC",2,936270,"mg",6241.8
"4751","J04AB04",2020,"AC",3,996870,"mg",6645.8
"4752","J04AB04",2020,"AC",4,1054288.5,"mg",7028.59
"4753","J04AB04",2020,"HC",1,104080.5,"mg",693.87
"4754","J04AB04",2020,"HC",2,95293.5,"mg",635.29
"4755","J04AB04",2020,"HC",3,74841,"mg",498.94
"4756","J04AB04",2020,"HC",4,94081.5,"mg",627.21
"4757","J04AB04",2021,"AC",1,712050,"mg",4747
"4758","J04AB04",2021,"AC",2,532068,"mg",3547.12
"4759","J04AB04",2021,"AC",3,722655,"mg",4817.7
"4760","J04AB04",2021,"AC",4,723412.5,"mg",4822.75
"4761","J04AB04",2021,"HC",1,91354.5,"mg",609.03
"4762","J04AB04",2021,"HC",2,60448.5,"mg",402.99
"4763","J04AB04",2021,"HC",3,98020.5,"mg",653.47
"4764","J04AB04",2021,"HC",4,266814,"mg",1778.76
"4765","J04AC01",2012,"AC",1,39354660,"mg",131182.2
"4766","J04AC01",2012,"AC",2,41062140,"mg",136873.8
"4767","J04AC01",2012,"AC",3,35297100,"mg",117657
"4768","J04AC01",2012,"AC",4,36194310,"mg",120647.7
"4769","J04AC01",2012,"HC",1,1786392,"mg",5954.64
"4770","J04AC01",2012,"HC",2,2055060,"mg",6850.2
"4771","J04AC01",2012,"HC",3,1824336,"mg",6081.12
"4772","J04AC01",2012,"HC",4,1775070,"mg",5916.9
"4773","J04AC01",2013,"HC",1,1765602,"mg",5885.34
"4774","J04AC01",2013,"HC",2,2000340,"mg",6667.8
"4775","J04AC01",2013,"HC",3,1890792,"mg",6302.64
"4776","J04AC01",2013,"HC",4,2034864,"mg",6782.88
"4777","J04AC01",2014,"HC",1,1835658,"mg",6118.86
"4778","J04AC01",2014,"HC",2,1920492,"mg",6401.64
"4779","J04AC01",2014,"HC",3,1874898,"mg",6249.66
"4780","J04AC01",2014,"HC",4,2041632,"mg",6805.44
"4781","J04AC01",2015,"HC",1,2027574,"mg",6758.58
"4782","J04AC01",2015,"HC",2,2438514,"mg",8128.38
"4783","J04AC01",2015,"HC",3,2215782,"mg",7385.94
"4784","J04AC01",2015,"HC",4,1995750,"mg",6652.5
"4785","J04AC01",2016,"AC",1,33792378,"mg",112641.26
"4786","J04AC01",2016,"AC",2,35229507,"mg",117431.69
"4787","J04AC01",2016,"AC",3,32656431,"mg",108854.77
"4788","J04AC01",2016,"AC",4,32825163,"mg",109417.21
"4789","J04AC01",2016,"HC",1,1662534,"mg",5541.78
"4790","J04AC01",2016,"HC",2,1562007,"mg",5206.69
"4791","J04AC01",2016,"HC",3,1780125,"mg",5933.75
"4792","J04AC01",2016,"HC",4,1526838,"mg",5089.46
"4793","J04AC01",2017,"AC",1,35072250,"mg",116907.5
"4794","J04AC01",2017,"AC",2,36200016,"mg",120666.72
"4795","J04AC01",2017,"AC",3,34869846,"mg",116232.82
"4796","J04AC01",2017,"AC",4,38011737,"mg",126705.79
"4797","J04AC01",2017,"HC",1,1605300,"mg",5351
"4798","J04AC01",2017,"HC",2,1752873,"mg",5842.91
"4799","J04AC01",2017,"HC",3,1787139,"mg",5957.13
"4800","J04AC01",2017,"HC",4,1472265,"mg",4907.55
"4801","J04AC01",2018,"AC",1,35726124,"mg",119087.08
"4802","J04AC01",2018,"AC",2,36536043,"mg",121786.81
"4803","J04AC01",2018,"AC",3,34326264,"mg",114420.88
"4804","J04AC01",2018,"AC",4,37800765,"mg",126002.55
"4805","J04AC01",2018,"HC",1,1582278,"mg",5274.26
"4806","J04AC01",2018,"HC",2,2124897,"mg",7082.99
"4807","J04AC01",2018,"HC",3,1713447,"mg",5711.49
"4808","J04AC01",2018,"HC",4,1799214,"mg",5997.38
"4809","J04AC01",2019,"AC",1,35286471,"mg",117621.57
"4810","J04AC01",2019,"AC",2,37781676,"mg",125938.92
"4811","J04AC01",2019,"AC",3,37181130,"mg",123937.1
"4812","J04AC01",2019,"AC",4,35219811,"mg",117399.37
"4813","J04AC01",2019,"HC",1,2129787,"mg",7099.29
"4814","J04AC01",2019,"HC",2,2086470,"mg",6954.9
"4815","J04AC01",2019,"HC",3,1842519,"mg",6141.73
"4816","J04AC01",2019,"HC",4,1508334,"mg",5027.78
"4817","J04AC01",2020,"AC",1,36033669,"mg",120112.23
"4818","J04AC01",2020,"AC",2,29172234,"mg",97240.78
"4819","J04AC01",2020,"AC",3,27904785,"mg",93015.95
"4820","J04AC01",2020,"AC",4,29052852,"mg",96842.84
"4821","J04AC01",2020,"HC",1,1569237,"mg",5230.79
"4822","J04AC01",2020,"HC",2,1336533,"mg",4455.11
"4823","J04AC01",2020,"HC",3,1611051,"mg",5370.17
"4824","J04AC01",2020,"HC",4,1508031,"mg",5026.77
"4825","J04AC01",2021,"AC",1,27436953,"mg",91456.51
"4826","J04AC01",2021,"AC",2,28597746,"mg",95325.82
"4827","J04AC01",2021,"AC",3,28472304,"mg",94907.68
"4828","J04AC01",2021,"AC",4,27709047,"mg",92363.49
"4829","J04AC01",2021,"HC",1,1944957,"mg",6483.19
"4830","J04AC01",2021,"HC",2,1492881,"mg",4976.27
"4831","J04AC01",2021,"HC",3,1384407,"mg",4614.69
"4832","J04AC01",2021,"HC",4,1387872,"mg",4626.24
"4833","J04AK01",2012,"AC",1,31110000,"mg",20740
"4834","J04AK01",2012,"AC",2,33966000,"mg",22644
"4835","J04AK01",2012,"AC",3,31824000,"mg",21216
"4836","J04AK01",2012,"AC",4,30916000,"mg",20610.6666666667
"4837","J04AK01",2012,"HC",1,6498930,"mg",4332.62
"4838","J04AK01",2012,"HC",2,6309720,"mg",4206.48
"4839","J04AK01",2012,"HC",3,6619290,"mg",4412.86
"4840","J04AK01",2012,"HC",4,5596230,"mg",3730.82
"4841","J04AK01",2013,"AC",1,30804000,"mg",20536
"4842","J04AK01",2013,"AC",2,31263000,"mg",20842
"4843","J04AK01",2013,"AC",3,28611000,"mg",19074
"4844","J04AK01",2013,"AC",4,29638750,"mg",19759.1666666667
"4845","J04AK01",2013,"HC",1,6743730,"mg",4495.82
"4846","J04AK01",2013,"HC",2,6599400,"mg",4399.6
"4847","J04AK01",2013,"HC",3,6019020,"mg",4012.68
"4848","J04AK01",2013,"HC",4,6219450,"mg",4146.3
"4849","J04AK01",2014,"AC",1,28611000,"mg",19074
"4850","J04AK01",2014,"AC",2,29631000,"mg",19754
"4851","J04AK01",2014,"AC",3,29172000,"mg",19448
"4852","J04AK01",2014,"AC",4,27030000,"mg",18020
"4853","J04AK01",2014,"HC",1,5681910,"mg",3787.94
"4854","J04AK01",2014,"HC",2,6277080,"mg",4184.72
"4855","J04AK01",2014,"HC",3,5919570,"mg",3946.38
"4856","J04AK01",2014,"HC",4,6607050,"mg",4404.7
"4857","J04AK01",2015,"AC",1,24939000,"mg",16626
"4858","J04AK01",2015,"AC",2,31926000,"mg",21284
"4859","J04AK01",2015,"AC",3,31467000,"mg",20978
"4860","J04AK01",2015,"AC",4,30141000,"mg",20094
"4861","J04AK01",2015,"HC",1,5906310,"mg",3937.54
"4862","J04AK01",2015,"HC",2,6064410,"mg",4042.94
"4863","J04AK01",2015,"HC",3,5820120,"mg",3880.08
"4864","J04AK01",2015,"HC",4,5475870,"mg",3650.58
"4865","J04AK01",2016,"AC",1,26973565,"mg",17982.3766666667
"4866","J04AK01",2016,"AC",2,31701375,"mg",21134.25
"4867","J04AK01",2016,"AC",3,28731975,"mg",19154.65
"4868","J04AK01",2016,"AC",4,25593313,"mg",17062.2086666667
"4869","J04AK01",2016,"HC",1,5825175,"mg",3883.45
"4870","J04AK01",2016,"HC",2,6420065,"mg",4280.04333333333
"4871","J04AK01",2016,"HC",3,5402490,"mg",3601.66
"4872","J04AK01",2016,"HC",4,4872745,"mg",3248.49666666667
"4873","J04AK01",2017,"AC",1,24494520,"mg",16329.68
"4874","J04AK01",2017,"AC",2,28516340,"mg",19010.8933333333
"4875","J04AK01",2017,"AC",3,27613400,"mg",18408.9333333333
"4876","J04AK01",2017,"AC",4,25256440,"mg",16837.6266666667
"4877","J04AK01",2017,"HC",1,5045455,"mg",3363.63666666667
"4878","J04AK01",2017,"HC",2,5492380,"mg",3661.58666666667
"4879","J04AK01",2017,"HC",3,6047880,"mg",4031.92
"4880","J04AK01",2017,"HC",4,4022830,"mg",2681.88666666667
"4881","J04AK01",2018,"AC",1,25147485,"mg",16764.99
"4882","J04AK01",2018,"AC",2,30677235,"mg",20451.49
"4883","J04AK01",2018,"AC",3,30566135,"mg",20377.4233333333
"4884","J04AK01",2018,"AC",4,24388470,"mg",16258.98
"4885","J04AK01",2018,"HC",1,5070705,"mg",3380.47
"4886","J04AK01",2018,"HC",2,7258870,"mg",4839.24666666667
"4887","J04AK01",2018,"HC",3,5818105,"mg",3878.73666666667
"4888","J04AK01",2018,"HC",4,5139890,"mg",3426.59333333333
"4889","J04AK01",2019,"AC",1,21743280,"mg",14495.52
"4890","J04AK01",2019,"AC",2,30564620,"mg",20376.4133333333
"4891","J04AK01",2019,"AC",3,25553000,"mg",17035.3333333333
"4892","J04AK01",2019,"AC",4,23179500,"mg",15453
"4893","J04AK01",2019,"HC",1,5719125,"mg",3812.75
"4894","J04AK01",2019,"HC",2,5791340,"mg",3860.89333333333
"4895","J04AK01",2019,"HC",3,4982330,"mg",3321.55333333333
"4896","J04AK01",2019,"HC",4,4742960,"mg",3161.97333333333
"4897","J04AK01",2020,"AC",1,26527145,"mg",17684.7633333333
"4898","J04AK01",2020,"AC",2,21171620,"mg",14114.4133333333
"4899","J04AK01",2020,"AC",3,25502500,"mg",17001.6666666667
"4900","J04AK01",2020,"AC",4,25218690,"mg",16812.46
"4901","J04AK01",2020,"HC",1,5539850,"mg",3693.23333333333
"4902","J04AK01",2020,"HC",2,4917690,"mg",3278.46
"4903","J04AK01",2020,"HC",3,4672765,"mg",3115.17666666667
"4904","J04AK01",2020,"HC",4,4662665,"mg",3108.44333333333
"4905","J04AK01",2021,"AC",1,22204345,"mg",14802.8966666667
"4906","J04AK01",2021,"AC",2,24694500,"mg",16463
"4907","J04AK01",2021,"AC",3,23351200,"mg",15567.4666666667
"4908","J04AK01",2021,"AC",4,20537340,"mg",13691.56
"4909","J04AK01",2021,"HC",1,4800025,"mg",3200.01666666667
"4910","J04AK01",2021,"HC",2,4319770,"mg",2879.84666666667
"4911","J04AK01",2021,"HC",3,4043030,"mg",2695.35333333333
"4912","J04AK01",2021,"HC",4,3829580,"mg",2553.05333333333
"4913","J04AK02",2012,"AC",1,24153600,"mg",20128
"4914","J04AK02",2012,"AC",2,25336800,"mg",21114
"4915","J04AK02",2012,"AC",3,25540800,"mg",21284
"4916","J04AK02",2012,"AC",4,26490400,"mg",22075.3333333333
"4917","J04AK02",2012,"HC",1,4247200,"mg",3539.33333333333
"4918","J04AK02",2012,"HC",2,4221424,"mg",3517.85333333333
"4919","J04AK02",2012,"HC",3,4694760,"mg",3912.3
"4920","J04AK02",2012,"HC",4,4346424,"mg",3622.02
"4921","J04AK02",2013,"AC",1,26560800,"mg",22134
"4922","J04AK02",2013,"AC",2,27009600,"mg",22508
"4923","J04AK02",2013,"AC",3,26152800,"mg",21794
"4924","J04AK02",2013,"AC",4,21384120,"mg",17820.1
"4925","J04AK02",2013,"HC",1,4922928,"mg",4102.44
"4926","J04AK02",2013,"HC",2,5363552,"mg",4469.62666666667
"4927","J04AK02",2013,"HC",3,5412104,"mg",4510.08666666667
"4928","J04AK02",2013,"HC",4,6543064,"mg",5452.55333333333
"4929","J04AK02",2014,"AC",1,25296000,"mg",21080
"4930","J04AK02",2014,"AC",2,28927200,"mg",24106
"4931","J04AK02",2014,"AC",3,27621600,"mg",23018
"4932","J04AK02",2014,"AC",4,27417600,"mg",22848
"4933","J04AK02",2014,"HC",1,4430064,"mg",3691.72
"4934","J04AK02",2014,"HC",2,4781552,"mg",3984.62666666667
"4935","J04AK02",2014,"HC",3,4408032,"mg",3673.36
"4936","J04AK02",2014,"HC",4,5425992,"mg",4521.66
"4937","J04AK02",2015,"AC",1,26642400,"mg",22202
"4938","J04AK02",2015,"AC",2,29090400,"mg",24242
"4939","J04AK02",2015,"AC",3,30477600,"mg",25398
"4940","J04AK02",2015,"AC",4,29376000,"mg",24480
"4941","J04AK02",2015,"HC",1,5084496,"mg",4237.08
"4942","J04AK02",2015,"HC",2,4973520,"mg",4144.6
"4943","J04AK02",2015,"HC",3,4333776,"mg",3611.48
"4944","J04AK02",2015,"HC",4,4048992,"mg",3374.16
"4945","J04AK02",2016,"AC",1,27358476,"mg",22798.73
"4946","J04AK02",2016,"AC",2,30518160,"mg",25431.8
"4947","J04AK02",2016,"AC",3,26484220,"mg",22070.1833333333
"4948","J04AK02",2016,"AC",4,22557094.8,"mg",18797.579
"4949","J04AK02",2016,"HC",1,4595096,"mg",3829.24666666667
"4950","J04AK02",2016,"HC",2,4422992,"mg",3685.82666666667
"4951","J04AK02",2016,"HC",3,5125952,"mg",4271.62666666667
"4952","J04AK02",2016,"HC",4,4480516,"mg",3733.76333333333
"4953","J04AK02",2017,"AC",1,26207480,"mg",21839.5666666667
"4954","J04AK02",2017,"AC",2,27968516,"mg",23307.0966666667
"4955","J04AK02",2017,"AC",3,26045072,"mg",21704.2266666667
"4956","J04AK02",2017,"AC",4,26401656,"mg",22001.38
"4957","J04AK02",2017,"HC",1,3918800,"mg",3265.66666666667
"4958","J04AK02",2017,"HC",2,4433092,"mg",3694.24333333333
"4959","J04AK02",2017,"HC",3,4448444,"mg",3707.03666666667
"4960","J04AK02",2017,"HC",4,3497428,"mg",2914.52333333333
"4961","J04AK02",2018,"AC",1,26959324,"mg",22466.1033333333
"4962","J04AK02",2018,"AC",2,28858528,"mg",24048.7733333333
"4963","J04AK02",2018,"AC",3,29295252,"mg",24412.71
"4964","J04AK02",2018,"AC",4,29132036,"mg",24276.6966666667
"4965","J04AK02",2018,"HC",1,4500964,"mg",3750.80333333333
"4966","J04AK02",2018,"HC",2,6116156,"mg",5096.79666666667
"4967","J04AK02",2018,"HC",3,5454404,"mg",4545.33666666667
"4968","J04AK02",2018,"HC",4,4252908,"mg",3544.09
"4969","J04AK02",2019,"AC",1,27668748,"mg",23057.29
"4970","J04AK02",2019,"AC",2,34103256,"mg",28419.38
"4971","J04AK02",2019,"AC",3,31069216,"mg",25891.0133333333
"4972","J04AK02",2019,"AC",4,30007100,"mg",25005.9166666667
"4973","J04AK02",2019,"HC",1,4480360,"mg",3733.63333333333
"4974","J04AK02",2019,"HC",2,4862140,"mg",4051.78333333333
"4975","J04AK02",2019,"HC",3,4048484,"mg",3373.73666666667
"4976","J04AK02",2019,"HC",4,4217760,"mg",3514.8
"4977","J04AK02",2020,"AC",1,32275964,"mg",26896.6366666667
"4978","J04AK02",2020,"AC",2,26655516,"mg",22212.93
"4979","J04AK02",2020,"AC",3,28987000,"mg",24155.8333333333
"4980","J04AK02",2020,"AC",4,29917816,"mg",24931.5133333333
"4981","J04AK02",2020,"HC",1,4374916,"mg",3645.76333333333
"4982","J04AK02",2020,"HC",2,3757200,"mg",3131
"4983","J04AK02",2020,"HC",3,3775380,"mg",3146.15
"4984","J04AK02",2020,"HC",4,3814972,"mg",3179.14333333333
"4985","J04AK02",2021,"AC",1,26100420,"mg",21750.35
"4986","J04AK02",2021,"AC",2,28647640,"mg",23873.0333333333
"4987","J04AK02",2021,"AC",3,30749652,"mg",25624.71
"4988","J04AK02",2021,"AC",4,26902764,"mg",22418.97
"4989","J04AK02",2021,"HC",1,3882036,"mg",3235.03
"4990","J04AK02",2021,"HC",2,3807700,"mg",3173.08333333333
"4991","J04AK02",2021,"HC",3,3020708,"mg",2517.25666666667
"4992","J04AK02",2021,"HC",4,3126128,"mg",2605.10666666667
