"","ATCCode","DateUsedForStatisticsYear","Sector","ReportQuarter","TOTAL_VOLUME","TOTAL_VOLUME_UNIT","TOTAL_DDD"
"2420","J01FA06",2021,"HC",2,13029,"mg",43.43
"2421","J01FA06",2021,"HC",3,15756,"mg",52.52
"2422","J01FA06",2021,"HC",4,3660,"mg",12.2
"2423","J01FA09",2012,"AC",1,1114377030,"mg",2228742.84
"2424","J01FA09",2012,"AC",2,770218320,"mg",1540431.54
"2425","J01FA09",2012,"AC",3,559678080,"mg",1119344.43
"2426","J01FA09",2012,"AC",4,967879995,"mg",1935746.705
"2427","J01FA09",2012,"HC",1,28613499,"mg",51474.708
"2428","J01FA09",2012,"HC",2,20881440,"mg",37633.92
"2429","J01FA09",2012,"HC",3,15986536.5,"mg",28720.293
"2430","J01FA09",2012,"HC",4,23387860.5,"mg",42048.021
"2431","J01FA09",2013,"AC",1,1125791850,"mg",2251583.7
"2432","J01FA09",2013,"AC",2,734545860,"mg",1469084.07
"2433","J01FA09",2013,"AC",3,490713330,"mg",981424.11
"2434","J01FA09",2013,"AC",4,825150431,"mg",1650291.1545
"2435","J01FA09",2013,"HC",1,28717335,"mg",51315.18
"2436","J01FA09",2013,"HC",2,21257667,"mg",37730.514
"2437","J01FA09",2013,"HC",3,15717639,"mg",28268.178
"2438","J01FA09",2013,"HC",4,20267221.5,"mg",36334.593
"2439","J01FA09",2014,"AC",1,911317470,"mg",1822630.35
"2440","J01FA09",2014,"AC",2,697157250,"mg",1394311.95
"2441","J01FA09",2014,"AC",3,528235560,"mg",1056470.61
"2442","J01FA09",2014,"AC",4,917404320,"mg",1834803.03
"2443","J01FA09",2014,"HC",1,23861574,"mg",42991.878
"2444","J01FA09",2014,"HC",2,21043186.5,"mg",37924.773
"2445","J01FA09",2014,"HC",3,16395429,"mg",29324.898
"2446","J01FA09",2014,"HC",4,21856126.5,"mg",39184.983
"2447","J01FA09",2015,"AC",1,1136549280,"mg",2273098.56
"2448","J01FA09",2015,"AC",2,662307420,"mg",1324613.31
"2449","J01FA09",2015,"AC",3,468408225,"mg",936815.94
"2450","J01FA09",2015,"AC",4,791124240,"mg",1582248.48
"2451","J01FA09",2015,"HC",1,29072377,"mg",52514.354
"2452","J01FA09",2015,"HC",2,19310385,"mg",34673.37
"2453","J01FA09",2015,"HC",3,15820684.5,"mg",28083.609
"2454","J01FA09",2015,"HC",4,20674635,"mg",36673.08
"2455","J01FA09",2016,"AC",1,981690861.5,"mg",1963120.638
"2456","J01FA09",2016,"AC",2,623972697.5,"mg",1247712.59
"2457","J01FA09",2016,"AC",3,464293717.5,"mg",928403.11
"2458","J01FA09",2016,"AC",4,833656708.45,"mg",1666914.9889
"2459","J01FA09",2016,"HC",1,26994951.75,"mg",47054.2335
"2460","J01FA09",2016,"HC",2,18532414.25,"mg",32567.2985
"2461","J01FA09",2016,"HC",3,15526856.25,"mg",27206.1175
"2462","J01FA09",2016,"HC",4,21283073.5,"mg",37008.117
"2463","J01FA09",2017,"AC",1,839000586.5,"mg",1677613.333
"2464","J01FA09",2017,"AC",2,536547097.5,"mg",1072876.035
"2465","J01FA09",2017,"AC",3,416276297.5,"mg",832440.485
"2466","J01FA09",2017,"AC",4,688274402.5,"mg",1376333.38
"2467","J01FA09",2017,"HC",1,29412336.25,"mg",51126.4525
"2468","J01FA09",2017,"HC",2,18229611.25,"mg",32080.3675
"2469","J01FA09",2017,"HC",3,15259080,"mg",26593.805
"2470","J01FA09",2017,"HC",4,20719518.75,"mg",35899.1875
"2471","J01FA09",2018,"AC",1,913663927.5,"mg",1826698.625
"2472","J01FA09",2018,"AC",2,496321575,"mg",992528.515
"2473","J01FA09",2018,"AC",3,379404985,"mg",758647.36
"2474","J01FA09",2018,"AC",4,678711920,"mg",1357213.76
"2475","J01FA09",2018,"HC",1,30869640,"mg",53037.12
"2476","J01FA09",2018,"HC",2,18369248.75,"mg",32175.3175
"2477","J01FA09",2018,"HC",3,14950903.75,"mg",25777.9775
"2478","J01FA09",2018,"HC",4,20131698.75,"mg",34523.5675
"2479","J01FA09",2019,"AC",1,747617150,"mg",1494913.12
"2480","J01FA09",2019,"AC",2,514447287.5,"mg",1028760.245
"2481","J01FA09",2019,"AC",3,380100875,"mg",760124.99
"2482","J01FA09",2019,"AC",4,630654352.5,"mg",1260999.14
"2483","J01FA09",2019,"HC",1,26302041.25,"mg",45722.4475
"2484","J01FA09",2019,"HC",2,18675405,"mg",33027.505
"2485","J01FA09",2019,"HC",3,14157862.5,"mg",24624.68
"2486","J01FA09",2019,"HC",4,19532778.75,"mg",33103.0225
"2487","J01FA09",2020,"AC",1,701616700,"mg",1403063.215
"2488","J01FA09",2020,"AC",2,197068170,"mg",394075.235
"2489","J01FA09",2020,"AC",3,234240715,"mg",468408.205
"2490","J01FA09",2020,"AC",4,282014977.5,"mg",563944.105
"2491","J01FA09",2020,"HC",1,26236790,"mg",44263.29
"2492","J01FA09",2020,"HC",2,11351627.5,"mg",19039.48
"2493","J01FA09",2020,"HC",3,10649187.5,"mg",17935.075
"2494","J01FA09",2020,"HC",4,16115837.5,"mg",26566.585
"2495","J01FA09",2021,"AC",1,287845960,"mg",575649.5
"2496","J01FA09",2021,"AC",2,279229145,"mg",558397.185
"2497","J01FA09",2021,"AC",3,280611835,"mg",561145.395
"2498","J01FA09",2021,"AC",4,484269245,"mg",968471.83
"2499","J01FA09",2021,"HC",1,11860935,"mg",19858.115
"2500","J01FA09",2021,"HC",2,12691659,"mg",21309.483
"2501","J01FA09",2021,"HC",3,11149387,"mg",18931.434
"2502","J01FA09",2021,"HC",4,15644061,"mg",26635.042
"2503","J01FA10",2012,"AC",1,437699646,"mg",1458998.82
"2504","J01FA10",2012,"AC",2,327868902,"mg",1092896.34
"2505","J01FA10",2012,"AC",3,271304496,"mg",904348.32
"2506","J01FA10",2012,"AC",4,434434704,"mg",1448115.68
"2507","J01FA10",2012,"HC",1,4604535,"mg",15348.45
"2508","J01FA10",2012,"HC",2,4012782,"mg",13375.94
"2509","J01FA10",2012,"HC",3,3340143,"mg",11133.81
"2510","J01FA10",2012,"HC",4,4685319,"mg",15617.73
"2511","J01FA10",2013,"AC",1,503251884,"mg",1677506.28
"2512","J01FA10",2013,"AC",2,365901948,"mg",1219673.16
"2513","J01FA10",2013,"AC",3,288503532,"mg",961678.44
"2514","J01FA10",2013,"AC",4,439915812.6,"mg",1466386.042
"2515","J01FA10",2013,"HC",1,5146308,"mg",17154.36
"2516","J01FA10",2013,"HC",2,4812564,"mg",16041.88
"2517","J01FA10",2013,"HC",3,3957243,"mg",13190.81
"2518","J01FA10",2013,"HC",4,4447965,"mg",14826.55
"2519","J01FA10",2014,"AC",1,494523234,"mg",1648410.78
"2520","J01FA10",2014,"AC",2,400419666,"mg",1334732.22
"2521","J01FA10",2014,"AC",3,347185764,"mg",1157285.88
"2522","J01FA10",2014,"AC",4,521535078,"mg",1738450.26
"2523","J01FA10",2014,"HC",1,5232804,"mg",17442.68
"2524","J01FA10",2014,"HC",2,4947510,"mg",16491.7
"2525","J01FA10",2014,"HC",3,4954344,"mg",16514.48
"2526","J01FA10",2014,"HC",4,5786949,"mg",19289.83
"2527","J01FA10",2015,"AC",1,665112420,"mg",2217041.4
"2528","J01FA10",2015,"AC",2,452992608,"mg",1509975.36
"2529","J01FA10",2015,"AC",3,378555048,"mg",1261850.16
"2530","J01FA10",2015,"AC",4,570845142,"mg",1902817.14
"2531","J01FA10",2015,"HC",1,7203189,"mg",24010.63
"2532","J01FA10",2015,"HC",2,5920743,"mg",19735.81
"2533","J01FA10",2015,"HC",3,5630094,"mg",18766.98
"2534","J01FA10",2015,"HC",4,6932838,"mg",23109.46
"2535","J01FA10",2016,"AC",1,668460016,"mg",2228200.05333333
"2536","J01FA10",2016,"AC",2,470438305,"mg",1568127.68333333
"2537","J01FA10",2016,"AC",3,403658569.5,"mg",1345528.565
"2538","J01FA10",2016,"AC",4,649661119.15,"mg",2165537.06383333
"2539","J01FA10",2016,"HC",1,7913501.5,"mg",26378.3383333333
"2540","J01FA10",2016,"HC",2,7109491,"mg",23698.3033333333
"2541","J01FA10",2016,"HC",3,7026625.5,"mg",23422.085
"2542","J01FA10",2016,"HC",4,7776192,"mg",25920.64
"2543","J01FA10",2017,"AC",1,658476671,"mg",2194922.23666667
"2544","J01FA10",2017,"AC",2,473036530,"mg",1576788.43333333
"2545","J01FA10",2017,"AC",3,438943576,"mg",1463145.25333333
"2546","J01FA10",2017,"AC",4,648575829,"mg",2161919.43
"2547","J01FA10",2017,"HC",1,9465778,"mg",31552.5933333333
"2548","J01FA10",2017,"HC",2,7685221.5,"mg",25617.405
"2549","J01FA10",2017,"HC",3,7446937,"mg",24823.1233333333
"2550","J01FA10",2017,"HC",4,8554144.5,"mg",28513.815
"2551","J01FA10",2018,"AC",1,793672190.5,"mg",2645573.96833333
"2552","J01FA10",2018,"AC",2,485355752.5,"mg",1617852.50833333
"2553","J01FA10",2018,"AC",3,444163559,"mg",1480545.19666667
"2554","J01FA10",2018,"AC",4,692772534,"mg",2309241.78
"2555","J01FA10",2018,"HC",1,10317794,"mg",34392.6466666667
"2556","J01FA10",2018,"HC",2,8595908,"mg",28653.0266666667
"2557","J01FA10",2018,"HC",3,8149700,"mg",27165.6666666667
"2558","J01FA10",2018,"HC",4,9725340.5,"mg",32417.8016666667
"2559","J01FA10",2019,"AC",1,715936884,"mg",2386456.28
"2560","J01FA10",2019,"AC",2,558202558,"mg",1860675.19333333
"2561","J01FA10",2019,"AC",3,483928774,"mg",1613095.91333333
"2562","J01FA10",2019,"AC",4,721371744.5,"mg",2404572.48166667
"2563","J01FA10",2019,"HC",1,10896233.5,"mg",36320.7783333333
"2564","J01FA10",2019,"HC",2,9954661,"mg",33182.2033333333
"2565","J01FA10",2019,"HC",3,9032884.5,"mg",30109.615
"2566","J01FA10",2019,"HC",4,10989971.5,"mg",36633.2383333333
"2567","J01FA10",2020,"AC",1,771072986,"mg",2570243.28666667
"2568","J01FA10",2020,"AC",2,352520906,"mg",1175069.68666667
"2569","J01FA10",2020,"AC",3,375376398,"mg",1251254.66
"2570","J01FA10",2020,"AC",4,497672197.5,"mg",1658907.325
"2571","J01FA10",2020,"HC",1,15416496,"mg",51388.32
"2572","J01FA10",2020,"HC",2,13174354,"mg",43914.5133333333
"2573","J01FA10",2020,"HC",3,8843444,"mg",29478.1466666667
"2574","J01FA10",2020,"HC",4,10193778.5,"mg",33979.2616666667
"2575","J01FA10",2021,"AC",1,423816402,"mg",1412721.34
"2576","J01FA10",2021,"AC",2,423123491.5,"mg",1410411.63833333
"2577","J01FA10",2021,"AC",3,473904069.5,"mg",1579680.23166667
"2578","J01FA10",2021,"AC",4,753368898,"mg",2511229.66
"2579","J01FA10",2021,"HC",1,9194383,"mg",30647.9433333333
"2580","J01FA10",2021,"HC",2,9199837.5,"mg",30666.125
"2581","J01FA10",2021,"HC",3,8818613,"mg",29395.3766666667
"2582","J01FA10",2021,"HC",4,10712454,"mg",35708.18
"2583","J01FA11",2012,"AC",1,56176704,"mg",46813.92
"2584","J01FA11",2012,"AC",2,35291592,"mg",29409.66
"2585","J01FA11",2012,"AC",3,19446912,"mg",16205.76
"2586","J01FA11",2012,"AC",4,22341924,"mg",18618.27
"2587","J01FA11",2012,"HC",1,813552,"mg",677.96
"2588","J01FA11",2012,"HC",2,496536,"mg",413.78
"2589","J01FA11",2012,"HC",3,481032,"mg",400.86
"2590","J01FA11",2012,"HC",4,684216,"mg",570.18
"2591","J01FA11",2013,"AC",1,753984,"mg",628.32
"2592","J01FA11",2013,"HC",1,483480,"mg",402.9
"2593","J01FA11",2013,"HC",2,172380,"mg",143.65
"2594","J01FA11",2013,"HC",3,12240,"mg",10.2
"2595","J01FA11",2013,"HC",4,440640,"mg",367.2
"2596","J01FA11",2014,"HC",1,146880,"mg",122.4
"2597","J01FA15",2012,"AC",1,60947040,"mg",76183.8
"2598","J01FA15",2012,"AC",2,36295680,"mg",45369.6
"2599","J01FA15",2012,"AC",3,24704400,"mg",30880.5
"2600","J01FA15",2012,"AC",4,44892000,"mg",56115
"2601","J01FA15",2012,"HC",1,12240,"mg",15.3
"2602","J01FA15",2012,"HC",2,6936,"mg",8.67
"2603","J01FA15",2012,"HC",3,27744,"mg",34.68
"2604","J01FA15",2012,"HC",4,28968,"mg",36.21
"2605","J01FA15",2013,"AC",1,55337040,"mg",69171.3
"2606","J01FA15",2013,"AC",2,31966800,"mg",39958.5
"2607","J01FA15",2013,"AC",3,22648080,"mg",28310.1
"2608","J01FA15",2013,"AC",4,35849636,"mg",44812.045
"2609","J01FA15",2013,"HC",1,13464,"mg",16.83
"2610","J01FA15",2013,"HC",2,28152,"mg",35.19
"2611","J01FA15",2013,"HC",3,37128,"mg",46.41
"2612","J01FA15",2013,"HC",4,17544,"mg",21.93
"2613","J01FA15",2014,"AC",1,37462560,"mg",46828.2
"2614","J01FA15",2014,"AC",2,24602400,"mg",30753
"2615","J01FA15",2014,"AC",3,18523200,"mg",23154
"2616","J01FA15",2014,"AC",4,31485360,"mg",39356.7
"2617","J01FA15",2014,"HC",1,32640,"mg",40.8
"2618","J01FA15",2014,"HC",2,24480,"mg",30.6
"2619","J01FA15",2014,"HC",3,35088,"mg",43.86
"2620","J01FA15",2014,"HC",4,16320,"mg",20.4
"2621","J01FA15",2015,"AC",1,39339360,"mg",49174.2
"2622","J01FA15",2015,"AC",2,21028320,"mg",26285.4
"2623","J01FA15",2015,"AC",3,13680240,"mg",17100.3
"2624","J01FA15",2015,"AC",4,25781520,"mg",32226.9
"2625","J01FA15",2015,"HC",1,11832,"mg",14.79
"2626","J01FA15",2015,"HC",2,4488,"mg",5.61
"2627","J01FA15",2015,"HC",4,24480,"mg",30.6
"2628","J01FA15",2016,"AC",1,30292728,"mg",37865.91
"2629","J01FA15",2016,"AC",2,16569656,"mg",20712.07
"2630","J01FA15",2016,"AC",3,11447744,"mg",14309.68
"2631","J01FA15",2016,"AC",4,24104706,"mg",30130.8825
"2632","J01FA15",2016,"HC",1,7676,"mg",9.595
"2633","J01FA15",2016,"HC",2,8080,"mg",10.1
"2634","J01FA15",2016,"HC",4,808,"mg",1.01
"2635","J01FA15",2017,"AC",1,22310900,"mg",27888.625
"2636","J01FA15",2017,"AC",2,12737312,"mg",15921.64
"2637","J01FA15",2017,"AC",3,8613280,"mg",10766.6
"2638","J01FA15",2017,"AC",4,16127516,"mg",20159.395
"2639","J01FA15",2017,"HC",1,1212,"mg",1.515
"2640","J01FA15",2017,"HC",2,13736,"mg",17.17
"2641","J01FA15",2017,"HC",3,404,"mg",0.505
"2642","J01FA15",2018,"AC",1,20102232,"mg",25127.79
"2643","J01FA15",2018,"AC",2,5430568,"mg",6788.21
"2644","J01FA15",2018,"AC",3,892840,"mg",1116.05
"2645","J01FA15",2018,"AC",4,585800,"mg",732.25
"2646","J01FA15",2018,"HC",3,6060,"mg",7.575
"2647","J01FF01",2012,"AC",1,403937136,"mg",336610.71
"2648","J01FF01",2012,"AC",2,402381738,"mg",335317.35
"2649","J01FF01",2012,"AC",3,392418684,"mg",327010.47
"2650","J01FF01",2012,"AC",4,410515653,"mg",342096.3775
"2651","J01FF01",2012,"HC",1,56739667.5,"mg",38517.09125
"2652","J01FF01",2012,"HC",2,56304612,"mg",38661.91
"2653","J01FF01",2012,"HC",3,54897930,"mg",37735.41
"2654","J01FF01",2012,"HC",4,53789980.5,"mg",36963.84375
"2655","J01FF01",2013,"AC",1,412748100,"mg",343956.75
"2656","J01FF01",2013,"AC",2,404934084,"mg",337445.07
"2657","J01FF01",2013,"AC",3,411380586,"mg",342817.155
"2658","J01FF01",2013,"AC",4,426282163.5,"mg",355235.13625
"2659","J01FF01",2013,"HC",1,54965403,"mg",37687.1725
"2660","J01FF01",2013,"HC",2,55765440,"mg",38353.36
"2661","J01FF01",2013,"HC",3,55126206,"mg",37494.01
"2662","J01FF01",2013,"HC",4,55753582.5,"mg",38375.26875
"2663","J01FF01",2014,"AC",1,415480986,"mg",346234.155
"2664","J01FF01",2014,"AC",2,419601276,"mg",349667.73
"2665","J01FF01",2014,"AC",3,426892950,"mg",355744.125
"2666","J01FF01",2014,"AC",4,433589760,"mg",361324.8
"2667","J01FF01",2014,"HC",1,55492170,"mg",37987.68
"2668","J01FF01",2014,"HC",2,57972541.5,"mg",39821.41625
"2669","J01FF01",2014,"HC",3,55820367,"mg",38293.1375
"2670","J01FF01",2014,"HC",4,56390598,"mg",38631.055
"2671","J01FF01",2015,"AC",1,434826918,"mg",362355.765
"2672","J01FF01",2015,"AC",2,434854458,"mg",362378.715
"2673","J01FF01",2015,"AC",3,448947288,"mg",374122.74
"2674","J01FF01",2015,"AC",4,457314246,"mg",381095.205
"2675","J01FF01",2015,"HC",1,57534885,"mg",39497.8425
"2676","J01FF01",2015,"HC",2,60094881,"mg",41040.0825
"2677","J01FF01",2015,"HC",3,59209776,"mg",40432.6333333333
"2678","J01FF01",2015,"HC",4,63190983,"mg",43249.3991666667
"2679","J01FF01",2016,"AC",1,456556158,"mg",380463.465
"2680","J01FF01",2016,"AC",2,460569090,"mg",383807.575
"2681","J01FF01",2016,"AC",3,463256851.5,"mg",386047.37625
"2682","J01FF01",2016,"AC",4,467886462.45,"mg",389905.385375
"2683","J01FF01",2016,"HC",1,60461838,"mg",41615.0333333333
"2684","J01FF01",2016,"HC",2,59337523.5,"mg",40717.9204166667
"2685","J01FF01",2016,"HC",3,60556234.5,"mg",41545.3145833333
"2686","J01FF01",2016,"HC",4,60032475,"mg",41595.8366666667
"2687","J01FF01",2017,"AC",1,458927284.5,"mg",382439.40375
"2688","J01FF01",2017,"AC",2,463226703,"mg",386022.2525
"2689","J01FF01",2017,"AC",3,471468909,"mg",392890.7575
"2690","J01FF01",2017,"AC",4,470265543,"mg",391887.9525
"2691","J01FF01",2017,"HC",1,62857128.75,"mg",43287.6564583333
"2692","J01FF01",2017,"HC",2,61338693,"mg",41629.575
"2693","J01FF01",2017,"HC",3,62417248.5,"mg",42539.89875
"2694","J01FF01",2017,"HC",4,61379700.75,"mg",41955.045625
"2695","J01FF01",2018,"AC",1,482978061,"mg",402481.7175
"2696","J01FF01",2018,"AC",2,490941961.5,"mg",409118.30125
"2697","J01FF01",2018,"AC",3,496234614,"mg",413528.845
"2698","J01FF01",2018,"AC",4,520369927.5,"mg",433641.60625
"2699","J01FF01",2018,"HC",1,60875124,"mg",41835.3783333333
"2700","J01FF01",2018,"HC",2,60716503.5,"mg",41552.8729166667
"2701","J01FF01",2018,"HC",3,60000363,"mg",41343.6766666667
"2702","J01FF01",2018,"HC",4,60762711,"mg",41833.3583333333
"2703","J01FF01",2019,"AC",1,498738000,"mg",415615
"2704","J01FF01",2019,"AC",2,509113780.5,"mg",424261.48375
"2705","J01FF01",2019,"AC",3,540379441.5,"mg",450316.20125
"2706","J01FF01",2019,"AC",4,531335194.5,"mg",442779.32875
"2707","J01FF01",2019,"HC",1,59485263,"mg",41004.2325
"2708","J01FF01",2019,"HC",2,62534958,"mg",43158.9833333333
"2709","J01FF01",2019,"HC",3,60852626.25,"mg",41938.8402083333
"2710","J01FF01",2019,"HC",4,59339823,"mg",40886.9041666667
"2711","J01FF01",2020,"AC",1,501222145.5,"mg",417685.12125
"2712","J01FF01",2020,"AC",2,437897721,"mg",364914.7675
"2713","J01FF01",2020,"AC",3,488118456,"mg",406765.38
"2714","J01FF01",2020,"AC",4,454205181,"mg",378504.3175
"2715","J01FF01",2020,"HC",1,56596915.5,"mg",39308.4845833333
"2716","J01FF01",2020,"HC",2,39933203.25,"mg",27593.8102083333
"2717","J01FF01",2020,"HC",3,51887538,"mg",35776.725
"2718","J01FF01",2020,"HC",4,42197446.5,"mg",29017.7629166667
"2719","J01FF01",2021,"AC",1,439645425,"mg",366371.1875
"2720","J01FF01",2021,"AC",2,451958436,"mg",376632.03
"2721","J01FF01",2021,"AC",3,477732525,"mg",398110.4375
"2722","J01FF01",2021,"AC",4,475591527,"mg",396326.2725
"2723","J01FF01",2021,"HC",1,45947071.5,"mg",31476.1029166667
"2724","J01FF01",2021,"HC",2,45515295.9,"mg",31160.14075
"2725","J01FF01",2021,"HC",3,47859001.5,"mg",32827.7354166667
"2726","J01FF01",2021,"HC",4,48968238,"mg",33731.2716666667
"2727","J01FF02",2012,"AC",1,23777832,"mg",13209.9066666667
"2728","J01FF02",2012,"AC",2,15046632,"mg",8359.24
"2729","J01FF02",2012,"AC",3,12205728,"mg",6780.96
"2730","J01FF02",2012,"AC",4,17575780,"mg",9764.32222222222
"2731","J01FF02",2012,"HC",1,472056,"mg",262.253333333333
"2732","J01FF02",2012,"HC",2,399228,"mg",221.793333333333
"2733","J01FF02",2012,"HC",3,352512,"mg",195.84
"2734","J01FF02",2012,"HC",4,340272,"mg",189.04
"2735","J01FF02",2013,"AC",1,22048320,"mg",12249.0666666667
"2736","J01FF02",2013,"AC",2,15280416,"mg",8489.12
"2737","J01FF02",2013,"AC",3,10625544,"mg",5903.08
"2738","J01FF02",2013,"AC",4,15268435.2,"mg",8482.464
"2739","J01FF02",2013,"HC",1,448188,"mg",248.993333333333
"2740","J01FF02",2013,"HC",2,369444,"mg",205.246666666667
"2741","J01FF02",2013,"HC",3,325584,"mg",180.88
"2742","J01FF02",2013,"HC",4,296208,"mg",164.56
"2743","J01FF02",2014,"AC",1,15217584,"mg",8454.21333333333
"2744","J01FF02",2014,"AC",2,11173080,"mg",6207.26666666667
"2745","J01FF02",2014,"AC",3,10004160,"mg",5557.86666666667
"2746","J01FF02",2014,"AC",4,13505208,"mg",7502.89333333333
"2747","J01FF02",2014,"HC",1,301104,"mg",167.28
"2748","J01FF02",2014,"HC",2,279684,"mg",155.38
"2749","J01FF02",2014,"HC",3,261324,"mg",145.18
"2750","J01FF02",2014,"HC",4,279072,"mg",155.04
"2751","J01FF02",2015,"AC",1,14154744,"mg",7863.74666666667
"2752","J01FF02",2015,"AC",2,10834848,"mg",6019.36
"2753","J01FF02",2015,"AC",3,8891544,"mg",4939.74666666667
"2754","J01FF02",2015,"AC",4,13938096,"mg",7743.38666666667
"2755","J01FF02",2015,"HC",1,271728,"mg",150.96
"2756","J01FF02",2015,"HC",2,277236,"mg",154.02
"2757","J01FF02",2015,"HC",3,276624,"mg",153.68
"2758","J01FF02",2015,"HC",4,247248,"mg",137.36
"2759","J01FF02",2016,"AC",1,13092832,"mg",7273.79555555556
"2760","J01FF02",2016,"AC",2,9273012,"mg",5151.67333333333
"2761","J01FF02",2016,"AC",3,8229480,"mg",4571.93333333333
"2762","J01FF02",2016,"AC",4,11991670.9,"mg",6662.03938888889
"2763","J01FF02",2016,"HC",1,258762,"mg",143.756666666667
"2764","J01FF02",2016,"HC",2,249066,"mg",138.37
"2765","J01FF02",2016,"HC",3,247854,"mg",137.696666666667
"2766","J01FF02",2016,"HC",4,292698,"mg",162.61
"2767","J01FF02",2017,"AC",1,13053644,"mg",7252.02444444444
"2768","J01FF02",2017,"AC",2,7813360,"mg",4340.75555555556
"2769","J01FF02",2017,"AC",3,6971626,"mg",3873.12555555556
"2770","J01FF02",2017,"AC",4,8460092,"mg",4700.05111111111
"2771","J01FF02",2017,"HC",1,289062,"mg",160.59
"2772","J01FF02",2017,"HC",2,259368,"mg",144.093333333333
"2773","J01FF02",2017,"HC",3,276942,"mg",153.856666666667
"2774","J01FF02",2017,"HC",4,240582,"mg",133.656666666667
"2775","J01FF02",2018,"AC",1,11306344,"mg",6281.30222222222
"2776","J01FF02",2018,"AC",2,6179584,"mg",3433.10222222222
"2777","J01FF02",2018,"AC",3,5354212,"mg",2974.56222222222
"2778","J01FF02",2018,"AC",4,7866284,"mg",4370.15777777778
"2779","J01FF02",2018,"HC",1,290274,"mg",161.263333333333
"2780","J01FF02",2018,"HC",2,237552,"mg",131.973333333333
"2781","J01FF02",2018,"HC",3,228462,"mg",126.923333333333
"2782","J01FF02",2018,"HC",4,252096,"mg",140.053333333333
"2783","J01FF02",2019,"AC",1,8103028,"mg",4501.68222222222
"2784","J01FF02",2019,"AC",2,5906884,"mg",3281.60222222222
"2785","J01FF02",2019,"AC",3,4495712,"mg",2497.61777777778
"2786","J01FF02",2019,"AC",4,6981524,"mg",3878.62444444444
"2787","J01FF02",2019,"HC",1,260580,"mg",144.766666666667
"2788","J01FF02",2019,"HC",2,230280,"mg",127.933333333333
"2789","J01FF02",2019,"HC",3,199374,"mg",110.763333333333
"2790","J01FF02",2019,"HC",4,195738,"mg",108.743333333333
"2791","J01FF02",2020,"AC",1,6802148,"mg",3778.97111111111
"2792","J01FF02",2020,"AC",2,4125244,"mg",2291.80222222222
"2793","J01FF02",2020,"AC",3,3379056,"mg",1877.25333333333
"2794","J01FF02",2020,"AC",4,4784168,"mg",2657.87111111111
"2795","J01FF02",2020,"HC",1,224826,"mg",124.903333333333
"2796","J01FF02",2020,"HC",2,167256,"mg",92.92
"2797","J01FF02",2020,"HC",3,239370,"mg",132.983333333333
"2798","J01FF02",2020,"HC",4,184830,"mg",102.683333333333
"2799","J01FF02",2021,"AC",1,3858604,"mg",2143.66888888889
"2800","J01FF02",2021,"AC",2,3684076,"mg",2046.70888888889
"2801","J01FF02",2021,"AC",3,3415820,"mg",1897.67777777778
"2802","J01FF02",2021,"AC",4,4563584,"mg",2535.32444444444
"2803","J01FF02",2021,"HC",1,253914,"mg",141.063333333333
"2804","J01FF02",2021,"HC",2,235734,"mg",130.963333333333
"2805","J01FF02",2021,"HC",3,244824,"mg",136.013333333333
"2806","J01FF02",2021,"HC",4,332328,"mg",184.626666666667
"2807","J01FG01",2020,"HC",1,40400,"mg",20.2
"2808","J01GB01",2012,"AC",1,3253800,"mg",11601.14
"2809","J01GB01",2012,"AC",2,3196924.8,"mg",11378.44
"2810","J01GB01",2012,"AC",3,2519848.8,"mg",9071.37
"2811","J01GB01",2012,"AC",4,3097797.6,"mg",11104.71
"2812","J01GB01",2012,"HC",1,1238341.2,"mg",5239.89785714286
"2813","J01GB01",2012,"HC",2,1143277.2,"mg",4995.34071428571
"2814","J01GB01",2012,"HC",3,1082056.8,"mg",4750.45571428571
"2815","J01GB01",2012,"HC",4,1297358.4,"mg",5761.20285714286
"2816","J01GB01",2013,"AC",1,2756856,"mg",9901.82
"2817","J01GB01",2013,"AC",2,2644656,"mg",9505.72
"2818","J01GB01",2013,"AC",3,2390749.44,"mg",11277.12
"2819","J01GB01",2013,"AC",4,2264084.816,"mg",13703.5663333333
"2820","J01GB01",2013,"HC",1,1335975.6,"mg",5859.45071428572
"2821","J01GB01",2013,"HC",2,1074794.4,"mg",4586.13857142857
"2822","J01GB01",2013,"HC",3,1111583.76,"mg",4795.71214285714
"2823","J01GB01",2013,"HC",4,1338301.2,"mg",5869.14071428571
"2824","J01GB01",2014,"AC",1,1839002.88,"mg",11331.52
"2825","J01GB01",2014,"AC",2,1974899.52,"mg",12023.42
"2826","J01GB01",2014,"AC",3,1800128.64,"mg",11248.56
"2827","J01GB01",2014,"AC",4,1884160.32,"mg",11564.42
"2828","J01GB01",2014,"HC",1,1336563.12,"mg",6054.90214285714
"2829","J01GB01",2014,"HC",2,1224999.6,"mg",5190.13642857143
"2830","J01GB01",2014,"HC",3,1203750.96,"mg",5132.53071428571
"2831","J01GB01",2014,"HC",4,1402985.52,"mg",6262.30214285714
"2832","J01GB01",2015,"AC",1,1794432.96,"mg",10526.06
"2833","J01GB01",2015,"AC",2,1902814.08,"mg",10873.88
"2834","J01GB01",2015,"AC",3,1750417.92,"mg",9783.84
"2835","J01GB01",2015,"AC",4,2070616.32,"mg",11308.4
"2836","J01GB01",2015,"HC",1,1333800.96,"mg",5772.03428571429
"2837","J01GB01",2015,"HC",2,1162114.56,"mg",5005.38285714286
